OrderID,Date,Store,Product,Category,Units,UnitPrice,Revenue,Channel
SO-200672,2024-06-03,Whitefield,Backpack,Accessories,3,1499,4497,Online
SO-200673,2024-06-08,HSR Layout,T-Shirt,Apparel,3,799,2397,Offline
SO-200674,2024-05-14,Koramangala,Sneakers,Footwear,3,3999,11997,Offline
SO-200675,2025-02-22,JP Nagar,Jeans,Apparel,4,1999,7996,Offline
SO-200676,2025-04-13,JP Nagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200677,2025-05-12,HSR Layout,T-Shirt,Apparel,3,799,2397,Offline
SO-200678,2025-05-06,Whitefield,Backpack,Accessories,2,1499,2998,Online
SO-200679,2025-07-11,Indiranagar,Jeans,Apparel,3,1999,5997,Offline
SO-200680,2025-04-18,Whitefield,Running Shoes,Footwear,1,2999,2999,Online
SO-200681,2024-10-18,HSR Layout,Running Shoes,Footwear,5,2999,14995,Online
SO-200682,2025-04-15,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200683,2025-03-14,Whitefield,Backpack,Accessories,4,1499,5996,Offline
SO-200684,2025-02-22,JP Nagar,T-Shirt,Apparel,3,799,2397,Online
SO-200685,2025-07-02,Indiranagar,Jeans,Apparel,3,1999,5997,Offline
SO-200686,2024-12-26,JP Nagar,Backpack,Accessories,4,1499,5996,Offline
SO-200687,2025-03-29,HSR Layout,T-Shirt,Apparel,3,799,2397,Offline
SO-200688,2024-01-05,Indiranagar,Jeans,Apparel,2,1999,3998,Offline
SO-200689,2025-07-15,HSR Layout,T-Shirt,Apparel,4,799,3196,Offline
SO-200690,2024-09-21,Koramangala,Sneakers,Footwear,1,3999,3999,Offline
SO-200691,2024-12-02,Koramangala,Watch,Accessories,3,5999,17997,Offline
SO-200692,2024-05-22,Koramangala,Watch,Accessories,3,5999,17997,Online
SO-200693,2025-09-07,JP Nagar,Cap,Accessories,4,499,1996,Online
SO-200694,2025-01-08,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200695,2025-06-10,Whitefield,Jeans,Apparel,4,1999,7996,Online
SO-200696,2025-06-27,HSR Layout,Watch,Accessories,2,5999,11998,Online
SO-200697,2025-03-31,Koramangala,Running Shoes,Footwear,2,2999,5998,Offline
SO-200698,2024-02-02,HSR Layout,Running Shoes,Footwear,3,2999,8997,Online
SO-200699,2024-08-07,Koramangala,Watch,Accessories,1,5999,5999,Online
SO-200700,2024-06-08,HSR Layout,Running Shoes,Footwear,4,2999,11996,Offline
SO-200701,2024-04-25,Whitefield,Jacket,Apparel,1,3499,3499,Offline
SO-200702,2024-08-06,JP Nagar,Jeans,Apparel,3,1999,5997,Offline
SO-200703,2025-05-26,Koramangala,Jeans,Apparel,1,1999,1999,Offline
SO-200704,2025-07-25,HSR Layout,Jeans,Apparel,4,1999,7996,Offline
SO-200705,2025-07-04,Indiranagar,Cap,Accessories,3,499,1497,Online
SO-200706,2025-08-10,Koramangala,Backpack,Accessories,3,1499,4497,Online
SO-200707,2024-11-04,HSR Layout,Jacket,Apparel,1,3499,3499,Online
SO-200708,2024-07-05,Whitefield,T-Shirt,Apparel,4,799,3196,Online
SO-200709,2024-12-01,HSR Layout,Running Shoes,Footwear,3,2999,8997,Online
SO-200710,2025-03-25,Koramangala,Backpack,Accessories,1,1499,1499,Online
SO-200711,2024-10-14,HSR Layout,Jacket,Apparel,5,3499,17495,Offline
SO-200712,2024-02-24,Koramangala,Backpack,Accessories,3,1499,4497,Online
SO-200713,2025-07-18,HSR Layout,Jeans,Apparel,3,1999,5997,Offline
SO-200714,2024-12-23,Koramangala,Jacket,Apparel,5,3499,17495,Online
SO-200715,2024-09-27,Koramangala,Running Shoes,Footwear,1,2999,2999,Online
SO-200716,2024-01-13,HSR Layout,Running Shoes,Footwear,4,2999,11996,Offline
SO-200717,2024-05-31,JP Nagar,Backpack,Accessories,4,1499,5996,Online
SO-200718,2024-10-09,HSR Layout,Running Shoes,Footwear,6,2999,17994,Online
SO-200719,2024-05-14,Indiranagar,Cap,Accessories,3,499,1497,Online
SO-200720,2024-10-02,Koramangala,T-Shirt,Apparel,3,799,2397,Online
SO-200721,2025-09-05,HSR Layout,Watch,Accessories,3,5999,17997,Offline
SO-200722,2024-03-04,JP Nagar,Sneakers,Footwear,3,3999,11997,Offline
SO-200723,2024-03-12,Koramangala,Cap,Accessories,2,499,998,Online
SO-200724,2025-04-22,Koramangala,Sneakers,Footwear,4,3999,15996,Online
SO-200725,2025-06-03,HSR Layout,Sneakers,Footwear,2,3999,7998,Online
SO-200726,2024-04-07,Indiranagar,Jacket,Apparel,2,3499,6998,Offline
SO-200727,2025-08-29,HSR Layout,Sneakers,Footwear,3,3999,11997,Online
SO-200728,2025-01-18,Indiranagar,Sneakers,Footwear,3,3999,11997,Online
SO-200729,2024-05-23,Koramangala,Cap,Accessories,1,499,499,Online
SO-200730,2024-04-30,Whitefield,Backpack,Accessories,2,1499,2998,Offline
SO-200731,2024-02-09,Koramangala,Sneakers,Footwear,1,3999,3999,Offline
SO-200732,2024-09-04,Whitefield,Jacket,Apparel,2,3499,6998,Offline
SO-200733,2024-01-04,Koramangala,Running Shoes,Footwear,1,2999,2999,Offline
SO-200734,2025-08-20,Indiranagar,T-Shirt,Apparel,2,799,1598,Online
SO-200735,2024-11-03,HSR Layout,T-Shirt,Apparel,2,799,1598,Offline
SO-200736,2025-03-29,Indiranagar,Jacket,Apparel,2,3499,6998,Offline
SO-200737,2025-02-09,Koramangala,Jacket,Apparel,3,3499,10497,Offline
SO-200738,2024-10-18,Whitefield,Jeans,Apparel,4,1999,7996,Online
SO-200739,2024-03-07,HSR Layout,Jacket,Apparel,4,3499,13996,Online
SO-200740,2025-04-06,JP Nagar,Running Shoes,Footwear,1,2999,2999,Online
SO-200741,2025-08-14,JP Nagar,Jeans,Apparel,1,1999,1999,Offline
SO-200742,2025-04-16,Koramangala,Running Shoes,Footwear,2,2999,5998,Online
SO-200743,2024-03-18,JP Nagar,Cap,Accessories,4,499,1996,Online
SO-200744,2025-06-19,Whitefield,Jeans,Apparel,3,1999,5997,Offline
SO-200745,2024-11-14,Whitefield,T-Shirt,Apparel,4,799,3196,Online
SO-200746,2025-02-09,HSR Layout,T-Shirt,Apparel,2,799,1598,Offline
SO-200747,2024-11-16,HSR Layout,Jacket,Apparel,4,3499,13996,Online
SO-200748,2024-07-29,Whitefield,Jacket,Apparel,1,3499,3499,Offline
SO-200749,2025-09-20,Koramangala,Jeans,Apparel,3,1999,5997,Online
SO-200750,2024-05-29,Indiranagar,Backpack,Accessories,1,1499,1499,Online
SO-200751,2025-07-11,Koramangala,Jeans,Apparel,4,1999,7996,Offline
SO-200752,2024-10-18,Koramangala,Sneakers,Footwear,1,3999,3999,Online
SO-200753,2025-08-30,HSR Layout,Jacket,Apparel,3,3499,10497,Online
SO-200754,2025-04-18,Koramangala,Backpack,Accessories,3,1499,4497,Offline
SO-200755,2025-01-27,HSR Layout,T-Shirt,Apparel,1,799,799,Offline
SO-200756,2025-05-17,HSR Layout,Running Shoes,Footwear,1,2999,2999,Offline
SO-200757,2025-05-21,Indiranagar,Watch,Accessories,4,5999,23996,Online
SO-200758,2025-08-02,HSR Layout,Sneakers,Footwear,4,3999,15996,Offline
SO-200759,2025-02-06,Indiranagar,Cap,Accessories,2,499,998,Offline
SO-200760,2024-02-09,JP Nagar,Jeans,Apparel,2,1999,3998,Online
SO-200761,2024-10-08,Whitefield,Watch,Accessories,3,5999,17997,Offline
SO-200762,2024-08-23,Koramangala,T-Shirt,Apparel,2,799,1598,Offline
SO-200763,2025-05-21,Indiranagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200764,2025-04-16,HSR Layout,Running Shoes,Footwear,2,2999,5998,Online
SO-200765,2024-04-26,Indiranagar,Sneakers,Footwear,1,3999,3999,Online
SO-200766,2024-04-05,HSR Layout,Running Shoes,Footwear,3,2999,8997,Offline
SO-200767,2024-03-26,HSR Layout,T-Shirt,Apparel,4,799,3196,Offline
SO-200768,2024-01-10,Indiranagar,Jacket,Apparel,4,3499,13996,Online
SO-200769,2025-06-06,HSR Layout,Jacket,Apparel,3,3499,10497,Offline
SO-200770,2024-12-09,Whitefield,T-Shirt,Apparel,5,799,3995,Online
SO-200771,2025-08-26,HSR Layout,Running Shoes,Footwear,3,2999,8997,Online
SO-200772,2025-07-20,Koramangala,Sneakers,Footwear,3,3999,11997,Online
SO-200773,2024-09-21,Koramangala,Running Shoes,Footwear,4,2999,11996,Online
SO-200774,2025-03-04,HSR Layout,Running Shoes,Footwear,3,2999,8997,Offline
SO-200775,2024-05-17,JP Nagar,Jeans,Apparel,4,1999,7996,Online
SO-200776,2024-12-05,JP Nagar,Jeans,Apparel,1,1999,1999,Offline
SO-200777,2024-01-20,Whitefield,Jacket,Apparel,2,3499,6998,Offline
SO-200778,2024-12-06,Koramangala,Running Shoes,Footwear,4,2999,11996,Offline
SO-200779,2025-09-17,JP Nagar,T-Shirt,Apparel,1,799,799,Online
SO-200780,2025-03-14,Indiranagar,T-Shirt,Apparel,1,799,799,Offline
SO-200781,2024-01-18,HSR Layout,Jacket,Apparel,1,3499,3499,Online
SO-200782,2025-07-18,Indiranagar,Running Shoes,Footwear,2,2999,5998,Offline
SO-200783,2025-08-13,HSR Layout,Backpack,Accessories,2,1499,2998,Online
SO-200784,2025-03-23,HSR Layout,Backpack,Accessories,2,1499,2998,Online
SO-200785,2024-09-16,Koramangala,Backpack,Accessories,4,1499,5996,Online
SO-200786,2025-01-12,Indiranagar,Sneakers,Footwear,2,3999,7998,Online
SO-200787,2025-09-10,HSR Layout,Cap,Accessories,2,499,998,Offline
SO-200788,2024-03-01,JP Nagar,Backpack,Accessories,4,1499,5996,Offline
SO-200789,2025-09-18,HSR Layout,Sneakers,Footwear,4,3999,15996,Online
SO-200790,2024-12-04,Indiranagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200791,2024-03-30,Indiranagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200792,2024-05-30,Koramangala,T-Shirt,Apparel,4,799,3196,Online
SO-200793,2025-04-19,JP Nagar,Cap,Accessories,4,499,1996,Online
SO-200794,2024-05-19,HSR Layout,Watch,Accessories,2,5999,11998,Online
SO-200795,2024-10-26,Koramangala,Jeans,Apparel,1,1999,1999,Offline
SO-200796,2025-02-09,Koramangala,T-Shirt,Apparel,4,799,3196,Offline
SO-200797,2024-04-02,HSR Layout,Running Shoes,Footwear,4,2999,11996,Online
SO-200798,2024-08-12,HSR Layout,T-Shirt,Apparel,1,799,799,Online
SO-200799,2025-09-11,JP Nagar,Sneakers,Footwear,2,3999,7998,Offline
SO-200800,2024-10-19,Indiranagar,Watch,Accessories,3,5999,17997,Offline
SO-200801,2025-01-15,Whitefield,Jeans,Apparel,3,1999,5997,Offline
SO-200802,2024-09-17,HSR Layout,Jeans,Apparel,1,1999,1999,Offline
SO-200803,2024-11-29,HSR Layout,Running Shoes,Footwear,3,2999,8997,Offline
SO-200804,2025-04-06,Whitefield,Backpack,Accessories,1,1499,1499,Online
SO-200805,2025-01-05,Koramangala,Backpack,Accessories,3,1499,4497,Offline
SO-200806,2024-10-26,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200807,2025-05-14,Whitefield,T-Shirt,Apparel,4,799,3196,Online
SO-200808,2024-10-11,Koramangala,T-Shirt,Apparel,1,799,799,Offline
SO-200809,2024-01-23,HSR Layout,T-Shirt,Apparel,2,799,1598,Offline
SO-200810,2024-01-14,Whitefield,Jeans,Apparel,4,1999,7996,Online
SO-200811,2024-03-16,HSR Layout,Watch,Accessories,4,5999,23996,Offline
SO-200812,2025-06-23,Whitefield,Backpack,Accessories,4,1499,5996,Offline
SO-200813,2024-12-30,JP Nagar,Backpack,Accessories,2,1499,2998,Online
SO-200814,2025-08-16,Whitefield,Jeans,Apparel,4,1999,7996,Online
SO-200815,2024-11-23,HSR Layout,Jeans,Apparel,3,1999,5997,Offline
SO-200816,2024-05-11,Whitefield,T-Shirt,Apparel,1,799,799,Online
SO-200817,2024-08-13,Whitefield,T-Shirt,Apparel,2,799,1598,Offline
SO-200818,2025-01-14,Indiranagar,T-Shirt,Apparel,4,799,3196,Online
SO-200819,2025-09-08,Koramangala,Jacket,Apparel,2,3499,6998,Offline
SO-200820,2024-08-23,Koramangala,Running Shoes,Footwear,1,2999,2999,Offline
SO-200821,2025-02-25,Koramangala,T-Shirt,Apparel,1,799,799,Online
SO-200822,2024-12-05,JP Nagar,Watch,Accessories,2,5999,11998,Online
SO-200823,2025-07-22,JP Nagar,Cap,Accessories,1,499,499,Offline
SO-200824,2025-07-14,Whitefield,Sneakers,Footwear,2,3999,7998,Online
SO-200825,2025-06-13,Indiranagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200826,2024-09-13,Whitefield,Running Shoes,Footwear,1,2999,2999,Online
SO-200827,2024-06-06,JP Nagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200828,2025-02-04,Koramangala,Jeans,Apparel,4,1999,7996,Offline
SO-200829,2024-02-28,JP Nagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200830,2025-08-28,Koramangala,Sneakers,Footwear,3,3999,11997,Offline
SO-200831,2024-06-02,Indiranagar,Watch,Accessories,1,5999,5999,Online
SO-200832,2025-06-06,Koramangala,Sneakers,Footwear,3,3999,11997,Offline
SO-200833,2024-10-09,JP Nagar,Running Shoes,Footwear,5,2999,14995,Online
SO-200834,2025-08-21,Koramangala,Running Shoes,Footwear,4,2999,11996,Online
SO-200835,2024-07-27,JP Nagar,Sneakers,Footwear,2,3999,7998,Offline
SO-200836,2024-10-21,Koramangala,Cap,Accessories,1,499,499,Offline
SO-200837,2025-03-19,Whitefield,Watch,Accessories,3,5999,17997,Online
SO-200838,2024-12-11,Indiranagar,T-Shirt,Apparel,1,799,799,Offline
SO-200839,2024-02-08,Whitefield,Cap,Accessories,2,499,998,Online
SO-200840,2025-05-16,Koramangala,Jeans,Apparel,4,1999,7996,Online
SO-200841,2025-02-04,HSR Layout,Backpack,Accessories,3,1499,4497,Online
SO-200842,2024-12-10,HSR Layout,Jeans,Apparel,5,1999,9995,Online
SO-200843,2025-02-10,Koramangala,Jeans,Apparel,4,1999,7996,Online
SO-200844,2024-06-05,Indiranagar,T-Shirt,Apparel,1,799,799,Online
SO-200845,2024-10-29,Indiranagar,Sneakers,Footwear,6,3999,23994,Online
SO-200846,2024-07-27,Koramangala,Jeans,Apparel,3,1999,5997,Offline
SO-200847,2024-06-22,Whitefield,Watch,Accessories,1,5999,5999,Offline
SO-200848,2024-09-07,Whitefield,Cap,Accessories,3,499,1497,Offline
SO-200849,2024-03-21,Whitefield,Jacket,Apparel,1,3499,3499,Online
SO-200850,2024-04-12,HSR Layout,Backpack,Accessories,3,1499,4497,Online
SO-200851,2025-09-13,Whitefield,Backpack,Accessories,1,1499,1499,Offline
SO-200852,2024-03-06,JP Nagar,T-Shirt,Apparel,1,799,799,Online
SO-200853,2024-03-01,JP Nagar,Sneakers,Footwear,3,3999,11997,Offline
SO-200854,2024-05-31,JP Nagar,T-Shirt,Apparel,4,799,3196,Online
SO-200855,2024-04-17,JP Nagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200856,2024-06-09,Koramangala,T-Shirt,Apparel,2,799,1598,Offline
SO-200857,2024-06-27,Koramangala,Sneakers,Footwear,3,3999,11997,Offline
SO-200858,2025-01-21,Koramangala,Running Shoes,Footwear,3,2999,8997,Online
SO-200859,2024-10-10,JP Nagar,Running Shoes,Footwear,3,2999,8997,Offline
SO-200860,2025-01-11,Indiranagar,Backpack,Accessories,4,1499,5996,Online
SO-200861,2025-09-16,Whitefield,T-Shirt,Apparel,2,799,1598,Offline
SO-200862,2024-03-11,HSR Layout,Jacket,Apparel,4,3499,13996,Offline
SO-200863,2025-05-07,Koramangala,Jeans,Apparel,4,1999,7996,Offline
SO-200864,2024-09-01,Koramangala,Running Shoes,Footwear,2,2999,5998,Online
SO-200865,2024-06-06,JP Nagar,Sneakers,Footwear,3,3999,11997,Offline
SO-200866,2025-01-13,HSR Layout,Cap,Accessories,4,499,1996,Online
SO-200867,2025-02-14,JP Nagar,T-Shirt,Apparel,3,799,2397,Online
SO-200868,2024-10-20,JP Nagar,Jeans,Apparel,3,1999,5997,Offline
SO-200869,2024-07-29,HSR Layout,Backpack,Accessories,1,1499,1499,Offline
SO-200870,2025-09-24,Indiranagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200871,2024-03-22,Indiranagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200872,2024-04-13,Indiranagar,Jacket,Apparel,2,3499,6998,Online
SO-200873,2024-12-14,Indiranagar,Backpack,Accessories,2,1499,2998,Online
SO-200874,2024-05-04,JP Nagar,Backpack,Accessories,1,1499,1499,Offline
SO-200875,2025-09-30,Whitefield,T-Shirt,Apparel,1,799,799,Online
SO-200876,2025-01-13,Whitefield,Jeans,Apparel,4,1999,7996,Offline
SO-200877,2024-01-07,Koramangala,T-Shirt,Apparel,4,799,3196,Online
SO-200878,2025-03-30,Koramangala,Running Shoes,Footwear,1,2999,2999,Offline
SO-200879,2024-05-07,Koramangala,Sneakers,Footwear,3,3999,11997,Online
SO-200880,2024-10-20,JP Nagar,Sneakers,Footwear,4,3999,15996,Online
SO-200881,2025-06-27,HSR Layout,Sneakers,Footwear,1,3999,3999,Offline
SO-200882,2024-12-13,Indiranagar,Watch,Accessories,4,5999,23996,Offline
SO-200883,2025-04-15,Whitefield,Running Shoes,Footwear,2,2999,5998,Online
SO-200884,2025-09-08,Koramangala,Running Shoes,Footwear,1,2999,2999,Offline
SO-200885,2024-05-01,HSR Layout,Backpack,Accessories,1,1499,1499,Online
SO-200886,2024-04-30,Whitefield,Running Shoes,Footwear,1,2999,2999,Online
SO-200887,2025-03-16,Koramangala,T-Shirt,Apparel,3,799,2397,Offline
SO-200888,2024-01-23,JP Nagar,Sneakers,Footwear,2,3999,7998,Online
SO-200889,2024-12-08,JP Nagar,Jacket,Apparel,6,3499,20994,Offline
SO-200890,2024-01-26,JP Nagar,Sneakers,Footwear,3,3999,11997,Online
SO-200891,2025-02-07,Koramangala,Running Shoes,Footwear,3,2999,8997,Offline
SO-200892,2024-10-30,HSR Layout,T-Shirt,Apparel,3,799,2397,Offline
SO-200893,2025-02-28,Whitefield,Sneakers,Footwear,1,3999,3999,Offline
SO-200894,2024-12-27,Indiranagar,Jeans,Apparel,5,1999,9995,Offline
SO-200895,2025-06-16,JP Nagar,Cap,Accessories,4,499,1996,Online
SO-200896,2024-12-06,Koramangala,Running Shoes,Footwear,5,2999,14995,Offline
SO-200897,2024-12-02,Whitefield,Running Shoes,Footwear,4,2999,11996,Online
SO-200898,2024-12-24,Koramangala,Running Shoes,Footwear,5,2999,14995,Offline
SO-200899,2025-03-05,Whitefield,Backpack,Accessories,1,1499,1499,Online
SO-200900,2025-07-22,Whitefield,Sneakers,Footwear,1,3999,3999,Offline
SO-200901,2024-02-14,Whitefield,Sneakers,Footwear,4,3999,15996,Online
SO-200902,2024-07-26,Koramangala,Jeans,Apparel,3,1999,5997,Offline
SO-200903,2024-04-23,Koramangala,Running Shoes,Footwear,4,2999,11996,Offline
SO-200904,2025-08-03,HSR Layout,T-Shirt,Apparel,1,799,799,Online
SO-200905,2025-03-10,Whitefield,Backpack,Accessories,1,1499,1499,Online
SO-200906,2024-04-17,JP Nagar,T-Shirt,Apparel,3,799,2397,Online
SO-200907,2024-08-19,JP Nagar,Jeans,Apparel,1,1999,1999,Online
SO-200908,2024-01-16,Koramangala,Sneakers,Footwear,1,3999,3999,Online
SO-200909,2024-11-15,JP Nagar,Jeans,Apparel,3,1999,5997,Offline
SO-200910,2024-09-20,JP Nagar,Jeans,Apparel,1,1999,1999,Offline
SO-200911,2024-07-21,Whitefield,Watch,Accessories,4,5999,23996,Online
SO-200912,2024-06-17,Koramangala,Jeans,Apparel,2,1999,3998,Offline
SO-200913,2024-05-13,JP Nagar,Backpack,Accessories,2,1499,2998,Offline
SO-200914,2024-09-18,Indiranagar,Running Shoes,Footwear,3,2999,8997,Offline
SO-200915,2025-04-27,Indiranagar,Jeans,Apparel,1,1999,1999,Online
SO-200916,2024-08-16,Koramangala,T-Shirt,Apparel,2,799,1598,Offline
SO-200917,2024-03-08,Whitefield,Jeans,Apparel,4,1999,7996,Offline
SO-200918,2025-05-26,HSR Layout,T-Shirt,Apparel,2,799,1598,Offline
SO-200919,2024-03-24,Indiranagar,T-Shirt,Apparel,1,799,799,Offline
SO-200920,2024-09-14,Indiranagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200921,2024-09-28,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200922,2024-02-18,Koramangala,Watch,Accessories,1,5999,5999,Offline
SO-200923,2025-04-04,Whitefield,Running Shoes,Footwear,3,2999,8997,Online
SO-200924,2024-08-16,Whitefield,Jeans,Apparel,1,1999,1999,Offline
SO-200925,2024-10-26,Whitefield,Running Shoes,Footwear,3,2999,8997,Offline
SO-200926,2024-01-18,HSR Layout,T-Shirt,Apparel,2,799,1598,Online
SO-200927,2024-12-26,JP Nagar,Cap,Accessories,5,499,2495,Online
SO-200928,2024-10-28,Koramangala,Jeans,Apparel,5,1999,9995,Online
SO-200929,2024-07-06,Indiranagar,Jeans,Apparel,3,1999,5997,Online
SO-200930,2024-10-25,Koramangala,Sneakers,Footwear,4,3999,15996,Offline
SO-200931,2024-03-04,Whitefield,T-Shirt,Apparel,4,799,3196,Online
SO-200932,2025-07-23,Whitefield,Jeans,Apparel,4,1999,7996,Online
SO-200933,2024-06-01,JP Nagar,T-Shirt,Apparel,1,799,799,Offline
SO-200934,2024-05-25,Koramangala,T-Shirt,Apparel,4,799,3196,Offline
SO-200935,2024-05-10,JP Nagar,T-Shirt,Apparel,2,799,1598,Online
SO-200936,2025-07-04,Indiranagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200937,2024-11-21,Whitefield,Cap,Accessories,6,499,2994,Online
SO-200938,2025-02-02,JP Nagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200939,2024-12-17,Indiranagar,Watch,Accessories,4,5999,23996,Offline
SO-200940,2024-03-09,Koramangala,T-Shirt,Apparel,3,799,2397,Offline
SO-200941,2024-09-23,HSR Layout,Jeans,Apparel,3,1999,5997,Online
SO-200942,2025-05-27,Whitefield,Cap,Accessories,4,499,1996,Online
SO-200943,2024-08-27,Whitefield,T-Shirt,Apparel,3,799,2397,Offline
SO-200944,2025-01-29,HSR Layout,Cap,Accessories,4,499,1996,Online
SO-200945,2024-02-03,Koramangala,Sneakers,Footwear,2,3999,7998,Offline
SO-200946,2024-11-28,Indiranagar,Watch,Accessories,5,5999,29995,Offline
SO-200947,2024-08-21,HSR Layout,Running Shoes,Footwear,2,2999,5998,Online
SO-200948,2024-03-17,Whitefield,Running Shoes,Footwear,4,2999,11996,Offline
SO-200949,2024-12-03,Indiranagar,Running Shoes,Footwear,3,2999,8997,Online
SO-200950,2024-10-11,Whitefield,Running Shoes,Footwear,4,2999,11996,Offline
SO-200951,2024-05-27,Indiranagar,Jacket,Apparel,1,3499,3499,Offline
SO-200952,2024-01-31,HSR Layout,Jeans,Apparel,1,1999,1999,Online
SO-200953,2025-08-15,Whitefield,T-Shirt,Apparel,1,799,799,Online
SO-200954,2025-06-27,Koramangala,Jacket,Apparel,3,3499,10497,Offline
SO-200955,2024-05-15,JP Nagar,Jeans,Apparel,3,1999,5997,Offline
SO-200956,2024-06-02,HSR Layout,Jeans,Apparel,1,1999,1999,Online
SO-200957,2024-06-01,JP Nagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200958,2024-12-21,Koramangala,Backpack,Accessories,4,1499,5996,Online
SO-200959,2024-09-13,HSR Layout,T-Shirt,Apparel,4,799,3196,Offline
SO-200960,2024-05-27,Koramangala,Running Shoes,Footwear,4,2999,11996,Offline
SO-200961,2024-10-12,Indiranagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200962,2025-07-02,Indiranagar,Running Shoes,Footwear,4,2999,11996,Online
SO-200963,2024-01-31,Whitefield,Jeans,Apparel,2,1999,3998,Offline
SO-200964,2024-08-15,Whitefield,Cap,Accessories,3,499,1497,Online
SO-200965,2024-02-09,HSR Layout,Running Shoes,Footwear,2,2999,5998,Online
SO-200966,2025-03-05,Indiranagar,T-Shirt,Apparel,1,799,799,Online
SO-200967,2024-06-23,JP Nagar,T-Shirt,Apparel,3,799,2397,Offline
SO-200968,2024-08-01,HSR Layout,Cap,Accessories,3,499,1497,Offline
SO-200969,2025-02-11,JP Nagar,Cap,Accessories,1,499,499,Online
SO-200970,2025-02-26,Indiranagar,Jeans,Apparel,3,1999,5997,Online
SO-200971,2024-12-06,JP Nagar,Sneakers,Footwear,3,3999,11997,Online
SO-200972,2025-06-19,Koramangala,Jacket,Apparel,1,3499,3499,Offline
SO-200973,2024-07-19,JP Nagar,Running Shoes,Footwear,4,2999,11996,Offline
SO-200974,2025-03-17,Koramangala,Sneakers,Footwear,4,3999,15996,Online
SO-200975,2024-02-29,Koramangala,Backpack,Accessories,2,1499,2998,Online
SO-200976,2024-11-07,Indiranagar,Running Shoes,Footwear,2,2999,5998,Offline
SO-200977,2025-06-23,JP Nagar,Running Shoes,Footwear,2,2999,5998,Offline
SO-200978,2025-07-13,Indiranagar,Sneakers,Footwear,4,3999,15996,Online
SO-200979,2025-03-20,Koramangala,Running Shoes,Footwear,2,2999,5998,Online
SO-200980,2025-01-24,Whitefield,Running Shoes,Footwear,3,2999,8997,Online
SO-200981,2025-02-12,HSR Layout,Jeans,Apparel,2,1999,3998,Offline
SO-200982,2025-09-11,JP Nagar,Sneakers,Footwear,2,3999,7998,Online
SO-200983,2024-01-04,HSR Layout,Backpack,Accessories,4,1499,5996,Offline
SO-200984,2025-08-20,Indiranagar,Jeans,Apparel,4,1999,7996,Online
SO-200985,2024-09-04,Koramangala,Backpack,Accessories,2,1499,2998,Offline
SO-200986,2024-10-02,JP Nagar,Jeans,Apparel,3,1999,5997,Online
SO-200987,2024-08-31,Whitefield,Jeans,Apparel,1,1999,1999,Online
SO-200988,2024-12-05,HSR Layout,Jeans,Apparel,4,1999,7996,Online
SO-200989,2024-04-06,JP Nagar,Running Shoes,Footwear,1,2999,2999,Offline
SO-200990,2025-07-23,JP Nagar,T-Shirt,Apparel,4,799,3196,Offline
SO-200991,2025-03-17,JP Nagar,Sneakers,Footwear,2,3999,7998,Online
SO-200992,2024-04-10,Whitefield,Jeans,Apparel,3,1999,5997,Online
SO-200993,2024-06-02,JP Nagar,Cap,Accessories,3,499,1497,Offline
SO-200994,2024-06-20,Koramangala,T-Shirt,Apparel,4,799,3196,Offline
SO-200995,2025-01-25,JP Nagar,Running Shoes,Footwear,2,2999,5998,Online
SO-200996,2024-10-19,Whitefield,T-Shirt,Apparel,4,799,3196,Offline
SO-200997,2025-06-10,Whitefield,T-Shirt,Apparel,3,799,2397,Online
SO-200998,2025-07-01,Whitefield,Running Shoes,Footwear,4,2999,11996,Offline
SO-200999,2025-08-13,Whitefield,T-Shirt,Apparel,1,799,799,Offline
SO-201000,2024-03-09,JP Nagar,Jacket,Apparel,4,3499,13996,Online
SO-201001,2025-07-23,Indiranagar,Jeans,Apparel,2,1999,3998,Online
SO-201002,2025-04-25,Whitefield,Running Shoes,Footwear,1,2999,2999,Online
SO-201003,2024-11-26,HSR Layout,Running Shoes,Footwear,6,2999,17994,Online
SO-201004,2024-07-14,Indiranagar,T-Shirt,Apparel,4,799,3196,Online
SO-201005,2024-01-18,JP Nagar,Sneakers,Footwear,4,3999,15996,Offline
SO-201006,2024-05-15,HSR Layout,T-Shirt,Apparel,4,799,3196,Offline
SO-201007,2025-04-21,JP Nagar,Jacket,Apparel,2,3499,6998,Offline
